checkpoint,samples,target_global_mean_abs,pred_global_mean_abs,target_sample_std_mean,pred_sample_std_mean,target_across_dataset_std_mean,pred_across_dataset_std_mean,variance_ratio_pred_over_target,mse_pred_to_target,mse_meanpose_to_target,pred_target_mean_pose_gap
ms_tcn_pose_relcoord_env3val_env4test.pth,64,0.6137155890464783,0.41416096687316895,0.7841448783874512,0.5090006589889526,0.1321692019701004,0.01536495704203844,0.11625216156244278,0.17860235273838043,0.030968651175498962,0.5007576942443848
