checkpoint,samples,target_global_mean_abs,pred_global_mean_abs,target_sample_std_mean,pred_sample_std_mean,target_across_dataset_std_mean,pred_across_dataset_std_mean,variance_ratio_pred_over_target,mse_pred_to_target,mse_meanpose_to_target,pred_target_mean_pose_gap
ablation_meanrms_interdiv_divsel_actionaux005.pth,1600,0.5094149708747864,0.49845319986343384,0.7071067094802856,0.6731630563735962,0.1654719114303589,0.09041950851678848,0.5464341044425964,0.051685187965631485,0.03929058834910393,0.04638570174574852
ablation_meanrms_interdiv_divsel_actionaux010.pth,1600,0.5094149708747864,0.5012677907943726,0.7071067094802856,0.678483784198761,0.1654719114303589,0.12148098647594452,0.7341486215591431,0.05625376105308533,0.03929058834910393,0.044427741318941116
ablation_meanrms_interdiv_divsel_actionaux.pth,1600,0.5094149708747864,0.5025656223297119,0.7071067094802856,0.6792201399803162,0.1654719114303589,0.11906491965055466,0.7195475697517395,0.05565178766846657,0.03929058834910393,0.04499392211437225
