epoch,train_loss,train_pose,train_std_ratio,train_acc,val_loss,val_nmpjpe,val_pose,val_std_ratio,val_acc,selection_score
1,0.9156900440704698,0.11015653544821362,0.2739143712358387,0.08050927773700746,0.9483134860988864,0.19092139154616874,0.09961671731369144,0.15333660902960192,0.038421249532360646,0.04984938532943729
2,0.8574463868512217,0.10256847674406155,0.18625415088601427,0.13404620577955093,0.9806283504621899,0.19196445439793638,0.10012788475841963,0.2124322487508467,0.041127322606945856,0.0705119979748376
3,0.8282821028354352,0.10136741489255228,0.20522999803922887,0.17046463488343233,0.9880860908635909,0.19305001960488713,0.10100765817479639,0.27673433369748207,0.039456291306284925,0.09299601640202097
4,0.8018883599915319,0.10034184684681112,0.2252435679922842,0.20415960029897362,1.0225162883101593,0.19556410340749053,0.10300375240831575,0.30760306298643564,0.039032298290814255,0.10374978997710266
5,0.7763652718029114,0.09927915218334529,0.24427061900199173,0.23815841979963343,1.0403750103836211,0.1945433489999683,0.10167328901277663,0.3828362196925454,0.03595211372951986,0.1301018099123915
6,0.7506056901748335,0.09813550638194,0.2627075155936806,0.2677727620409473,1.0650850789329034,0.19642821078081055,0.10302509233580368,0.4174221731024589,0.03819678264085544,0.1421691963702444
7,0.7255701169859193,0.09684917895927585,0.28390206277061253,0.2966122971602373,1.09455336060722,0.19682114948684074,0.10318598734134302,0.4679434199882633,0.03788502307020825,0.15984377400615532
8,0.6998720746323859,0.09549532391886091,0.3032837428883943,0.3267366653404898,1.1013306900366449,0.19664368036233631,0.10364555228245587,0.4730128381961093,0.03678762937947868,0.1616216197613915
9,0.6732894692864307,0.09404549071028627,0.3226979036249833,0.35679369513168396,1.1176628107500723,0.1977019747908476,0.1040226698659471,0.5099250400448428,0.03906970943970817,0.17451972451987802
10,0.6455998915200792,0.09244421376576922,0.34588737262551156,0.3898597532691522,1.1743539480069494,0.2002476247528542,0.10517760239767306,0.585830674782137,0.03809701957775777,0.20103578367869085
11,0.61494753881397,0.0905273005110639,0.3707983325646576,0.4243922918464123,1.201153829270489,0.20033627328826298,0.10536653217843887,0.6166659403633694,0.03782267115563284,0.21182635366141403
12,0.5838447469216009,0.08846886154540709,0.39341223066269826,0.45882174448784313,1.237705839761015,0.20185313829684112,0.10601886033524983,0.6678671259128746,0.036924803590726966,0.22971643130356925
13,0.5502746004584496,0.08633904120716113,0.41652304328924544,0.4976211259675235,1.277800845639012,0.20222446774920555,0.10655442615918706,0.7279059288893901,0.036974685122461624,0.2507225857563024
14,0.5170379257378156,0.08431942986305105,0.4371233513758645,0.5370560654476939,1.347931114463887,0.2050037526704528,0.10803542288777715,0.7995762352946988,0.03820925302369619,0.2757516072997355
15,0.48458065605125517,0.08208893903687965,0.4586003103783296,0.5747792797381651,1.3792131525662374,0.20479027860694463,0.10805663800247739,0.7758324157479607,0.038059608428492216,0.2674455399396473
16,0.45177154435649075,0.0799684317177496,0.47807834891443335,0.6151702580505243,1.4642751351781194,0.20653243952371902,0.10889417921230225,0.8476339444047957,0.03665045516823039,0.2925412317512041
17,0.4195020687361289,0.07782983593345402,0.49734571344216916,0.6527296987325786,1.548109429473368,0.2081040768347442,0.10992071522669923,0.8708328914071485,0.03728644469310881,0.30062943045580703
18,0.3896710395289723,0.07580769533724045,0.5138827179635133,0.6897936618908443,1.6011877616514127,0.21031264770036923,0.11117668382108978,0.93746016792324,0.038633246039910155,0.3239048058191266
