epoch,train_loss,train_pose,train_std_ratio,train_acc,train_domain_loss,train_domain_acc,val_loss,val_nmpjpe,val_pose,val_std_ratio,val_acc,val_domain_loss,val_domain_acc,selection_mode,selection_score
1,0.9144507375652088,0.11012781347487796,0.27473736319509584,0.08218774940381503,0.0,0.0,0.9501375524357587,0.19100694354706713,0.09967588757447343,0.14923641394295586,0.03857089412607804,0.0,0.0,diversity_first,0.04841260600909321
2,0.8528666280786799,0.10248060633278996,0.18931267886212227,0.139668129824536,0.0,0.0,0.9808410621340516,0.1922696684383219,0.1003334476895308,0.2188191770793702,0.03859583488990131,0.0,0.0,diversity_first,0.07274131860901313
3,0.8160060114938549,0.10107025336429584,0.21407026472870863,0.1879784350907051,0.0,0.0,0.9939368197144617,0.19310043964440693,0.10110730656027452,0.27418549970277367,0.039643347048152935,0.0,0.0,diversity_first,0.09210291610308263
4,0.785369220606727,0.09983252274305081,0.23790567576980362,0.22713653897868094,0.0,0.0,1.0256974906379674,0.1951456639104122,0.10261012733926617,0.32370020867969823,0.037523381966711476,0.0,0.0,diversity_first,0.10939215975968614
5,0.7580560291184488,0.09862550858226854,0.2586414041703735,0.25809349229073203,0.0,0.0,1.0613767569165289,0.19471704898064593,0.10180310127309677,0.4095178353026823,0.03751091158461401,0.0,0.0,diversity_first,0.1394369013763259
6,0.7326343842296722,0.09743090072930669,0.2771128166440194,0.2900659251194046,0.0,0.0,1.0897417362587516,0.197614951408895,0.10394195759050387,0.4651969622675209,0.03632622521437081,0.0,0.0,diversity_first,0.1588666377654544
7,0.707316281409237,0.09604609355401822,0.2980399751130429,0.3188788574144351,0.0,0.0,1.125588773334245,0.19797582294128083,0.10375619696915217,0.4948666246785593,0.03744855967041025,0.0,0.0,diversity_first,0.16924380217867013
8,0.680284060317806,0.09466493073241385,0.31754078867667596,0.34937192405687745,0.0,0.0,1.1366943226295867,0.19749392932609572,0.10416396509469009,0.5059528867455697,0.03661304402045143,0.0,0.0,diversity_first,0.17313363177442748
9,0.652070837789598,0.09305142878843894,0.3382083423738944,0.3836517358482693,0.0,0.0,1.1626686370793475,0.19926684991292695,0.10483249172035009,0.5633991340112323,0.036588103254769924,0.0,0.0,diversity_first,0.19320435990567275
10,0.6233814084116022,0.0914124734788919,0.35978160653462526,0.41722615723217954,0.0,0.0,1.1989146275656497,0.19965686087582174,0.1048420102437367,0.5939459470215098,0.03800972689824414,0.0,0.0,diversity_first,0.203887944240012
11,0.591501816964492,0.08940928822705865,0.38671291416774056,0.45144237165249357,0.0,0.0,1.2405435045218287,0.20063967440235064,0.10552372751721034,0.6431824846158585,0.03626387330053869,0.0,0.0,diversity_first,0.22110107612750343
12,0.5581724751214456,0.0871933208687821,0.41028839285527813,0.49026586193850014,0.0,0.0,1.3025753521922223,0.20359192020222053,0.1071543305861428,0.6949716831237721,0.03618905100386582,0.0,0.0,diversity_first,0.23916825068927583
13,0.5253816154820388,0.08508711583252346,0.43242430470509235,0.5273364758072904,0.0,0.0,1.3296211813673264,0.2038638083406154,0.10735802015233685,0.759746301055237,0.036114228706449654,0.0,0.0,diversity_first,0.26183392920252063
14,0.4909176095570932,0.08276992612306537,0.454467651849733,0.5678459198020119,0.0,0.0,1.4223383779462726,0.20594985055305043,0.10839936716410269,0.8093029351852261,0.03704950741987779,0.0,0.0,diversity_first,0.27913703030376813
15,0.4579195586662719,0.0806128092538283,0.47370627738910015,0.6081437882621671,0.0,0.0,1.4736163476144069,0.2067988892347977,0.10894156236450993,0.8216276403079382,0.03724903354458655,0.0,0.0,diversity_first,0.2834336963230824
16,0.42636202206777174,0.0785631633810372,0.49094835263866476,0.6452792464782977,0.0,0.0,1.5437660665906923,0.21028292061927564,0.11093172567070445,0.9228331323156989,0.037747848858588326,0.0,0.0,diversity_first,0.31878593789810905
17,0.3950023961038658,0.0764315294477931,0.509555399227599,0.6822176775928507,0.0,0.0,1.6345870768017476,0.21078713119758424,0.11125342912274207,0.9278193090752572,0.03713680009901977,0.0,0.0,diversity_first,0.3205210155523883
18,0.3679002236340014,0.07445679729579928,0.5254623786816098,0.7145729416242524,0.0,0.0,1.6459199944849487,0.20978795767187225,0.1108216557421802,0.9372339393747969,0.03828407532074071,0.0,0.0,diversity_first,0.32383611962774145
19,0.34292739485252977,0.07257972694100948,0.5383570659593497,0.7472067039343993,0.0,0.0,1.7000140999243256,0.21052773165121566,0.11124483398523603,0.9433548554263369,0.03798478613293428,0.0,0.0,diversity_first,0.32596364476619355
20,0.31899845132162735,0.07087659991605702,0.55046238561725,0.7756189312443957,0.0,0.0,1.8512037547572116,0.21311392883608385,0.11264465791092562,0.987199510016455,0.03810948996097017,0.0,0.0,diversity_first,0.34125754992903756
21,0.30033533893531544,0.0692969838875299,0.5613753190895889,0.7968251197364743,0.0,0.0,1.9010506028887606,0.21405446903116018,0.11309232552671598,1.0272104349051914,0.03675021823132807,0.0,0.0,diversity_first,0.35524256283619376
22,0.28300367050758857,0.06791050110163921,0.5716868136063253,0.8187795125144249,0.0,0.0,1.9544561445036648,0.2144221476964306,0.11329115324055915,1.0346221873774792,0.03772290809290682,0.0,0.0,diversity_first,0.3578293226281891
23,0.2686700542878838,0.06660365098782615,0.5799920566064876,0.8363140961787079,0.0,0.0,1.9954634939439428,0.21651887976070758,0.11451540919670457,1.0743596976854985,0.037436089287569495,0.0,0.0,diversity_first,0.37169551659471034
24,0.25782221995728166,0.06548892180245824,0.5885593322449841,0.8494895584138031,0.0,0.0,2.0364855256367838,0.21476969593911266,0.11378329989395469,1.0514535978497792,0.0374735004364634,0.0,0.0,diversity_first,0.36371336532864046
25,0.24631401476080858,0.06429310175846646,0.5970091657551022,0.8629019519898383,0.0,0.0,2.1014196954830164,0.21609628273856835,0.11445535749758193,1.0726645587745012,0.03830901608605057,0.0,0.0,diversity_first,0.37111066991630404
26,0.23741483442182076,0.06321643077800346,0.6040648661155464,0.8722840183654597,0.0,0.0,2.0515617235980286,0.21725084284978521,0.11518346962432699,1.1006656711424716,0.039319117096894875,0.0,0.0,diversity_first,0.3808879680428693
27,0.2292341303558989,0.06229745945094208,0.6117081717667537,0.8825855447070083,0.0,0.0,2.130969737030678,0.21779924245832982,0.1153460132572505,1.0974222056763712,0.03825913455468756,0.0,0.0,diversity_first,0.3797417871375633
28,0.22274944516818998,0.06129328767543826,0.6192476352571205,0.8887885741158095,0.0,0.0,2.1669388032045758,0.21678415366815115,0.11482330582648505,1.099571931384451,0.03799725651540339,0.0,0.0,diversity_first,0.3805144929111948
29,0.216068174377833,0.06042628868647271,0.6265678866353876,0.8955103584936116,0.0,0.0,2.221341884842328,0.21750938588023289,0.11532638446527878,1.1221301924336475,0.038421249531989,0.0,0.0,diversity_first,0.388395379634172
30,0.2101764794549082,0.05953413382594764,0.6337561012622555,0.9015895185095733,0.0,0.0,2.247253407610222,0.21558497731733803,0.11439340364005385,1.0801209334513093,0.03747350043609175,0.0,0.0,diversity_first,0.3737306271616115
31,0.2047236734333746,0.05864879334046664,0.6408373797215753,0.906777484052579,0.0,0.0,2.282526306125466,0.21672936848927235,0.11522318969987874,1.112589617244679,0.03824666417147516,0.0,0.0,diversity_first,0.3850717786658522
32,0.20048757009237933,0.05777883942031613,0.6483948546961985,0.9104993848304033,0.0,0.0,2.2768524352355644,0.22004856193826774,0.11677907758582513,1.1595645010761229,0.03944382092530241,0.0,0.0,diversity_first,0.4014466041378776
33,0.1953333605018408,0.056979603962846403,0.655709320939453,0.9153880686495462,0.0,0.0,2.3953718850582613,0.2180628455659668,0.11584825822262414,1.1225683958219135,0.040179573512906845,0.0,0.0,diversity_first,0.3885376816263504
34,0.19094415126161773,0.05623345692914815,0.6622432332845659,0.9198340649188088,0.0,0.0,2.320330564808349,0.2185044593511637,0.11609061404492198,1.1450969173956103,0.03793490460119962,0.0,0.0,diversity_first,0.3964138319014403
35,0.18719925362459203,0.05545320567293635,0.6688624494378318,0.9225230280961024,0.0,0.0,2.39284488904772,0.22101760008735302,0.11767517484576792,1.1915998486260075,0.03887018331462776,0.0,0.0,diversity_first,0.41263959501735553
36,0.18394923667703642,0.054646609475909,0.6757588889226852,0.9249210228990385,0.0,0.0,2.40399951864053,0.21800732576820317,0.11556509111677267,1.1296498151562253,0.03858336450891879,0.0,0.0,diversity_first,0.3910172887893148
37,0.18064640242983984,0.05396030229908033,0.6812797378799198,0.9275775638610386,0.0,0.0,2.425528230422125,0.21888627094370064,0.11625146949019184,1.1549627780096685,0.03820925302406784,0.0,0.0,diversity_first,0.39985924688450997
38,0.17740384676305657,0.05332564859868808,0.6879185485249981,0.9310883047432302,0.0,0.0,2.4212780125495845,0.21956849239319692,0.11673178912390941,1.1771155372553743,0.03906970944007981,0.0,0.0,diversity_first,0.4075990681915171
39,0.1740351741225217,0.05269516680273692,0.6923228431157084,0.9338009610522393,0.0,0.0,2.4470568097251686,0.22044633832829955,0.11716693210522275,1.1790166150395271,0.037461030052507706,0.0,0.0,diversity_first,0.4082468884972685
40,0.1713756838306511,0.05202721463812178,0.6988305638336888,0.935417082365855,0.0,0.0,2.4361222514756555,0.21780307395735618,0.11582078265811548,1.129590661401745,0.03754832273313627,0.0,0.0,diversity_first,0.3910006700114636
41,0.16844683078378558,0.051415037634319434,0.7032582717044584,0.9380540868708922,0.0,0.0,2.512983817658173,0.21812864042997865,0.11583086298872726,1.1378945347302156,0.03792243421798722,0.0,0.0,diversity_first,0.39390051434697587
42,0.16514187058804042,0.050762050461800025,0.7088484448475164,0.9415897679205237,0.0,0.0,2.559406359520677,0.21762584067220506,0.11585462394312501,1.1534377160534952,0.0382341937893777,0.0,0.0,diversity_first,0.39935068380527916
43,0.16359959666729448,0.050355691740739755,0.7121897508217065,0.9423679003978099,0.0,0.0,2.527956412251505,0.22110807863252838,0.1176971480655453,1.1825912054570065,0.03772290809327846,0.0,0.0,diversity_first,0.4094847603373017
44,0.16054804177757082,0.04962654470957382,0.718273630402893,0.9445568136662744,0.0,0.0,2.5395577921833477,0.22053876760959149,0.11743136843157047,1.1942956604882062,0.03874547948510529,0.0,0.0,diversity_first,0.41359270581868035
45,0.15897515078698837,0.049119839015144016,0.72280396912351,0.944792082356341,0.0,0.0,2.509371523364165,0.21844168754420176,0.11627171588595898,1.1637880115129062,0.03955605437049754,0.0,0.0,diversity_first,0.40295697027863314
46,0.15665290140786936,0.048644456192583486,0.7275074014450584,0.9468945364712337,0.0,0.0,2.6375265347420953,0.21874801138791528,0.11642243837586275,1.161814959070929,0.03781020077242044,0.0,0.0,diversity_first,0.40226027544706683
47,0.1547334619247,0.04819785473394042,0.730710819732258,0.9487155826207836,0.0,0.0,2.595935378518838,0.2188318328345888,0.11654282603749672,1.160003604299039,0.03809701957850106,0.0,0.0,diversity_first,0.4016246248479718
48,0.15242108872423435,0.04768532664862187,0.7352039750727861,0.9506297386463223,0.0,0.0,2.5822660272117566,0.2197675270330491,0.11690619208744628,1.1754559840551262,0.037909963834774824,0.0,0.0,diversity_first,0.40701424387863316
49,0.1507517837540968,0.047209500225152336,0.7397503230158843,0.9523884344367342,0.0,0.0,2.662439682424507,0.21963382562744838,0.116640334959257,1.169193298612424,0.03741114852188799,0.0,0.0,diversity_first,0.4048249780017994
50,0.14877710345439785,0.04669548412792367,0.7439689504700666,0.9530738727245346,0.0,0.0,2.614187137366144,0.21777916276695752,0.11578815169098193,1.1448521459514416,0.03807207881244791,0.0,0.0,diversity_first,0.3963426678276654
51,0.1468698022722104,0.04632405139556406,0.7470127503013763,0.9544834065037733,0.0,0.0,2.703398913090805,0.21922992791361248,0.11666318073186781,1.1701599626740935,0.03747350043609175,0.0,0.0,diversity_first,0.4051713883776605
52,0.14510713815272852,0.045857623374091085,0.750434128384731,0.9561843242963028,0.0,0.0,2.707379058579106,0.2195747017912443,0.11686153535028841,1.1679820152154987,0.03847113106372366,0.0,0.0,diversity_first,0.40440221128959963
53,0.1443490450733534,0.04552559512210244,0.7531464854812774,0.955804818454782,0.0,0.0,2.687736240927604,0.2195456463182518,0.1168339005984902,1.1702889113432748,0.0386332460402818,0.0,0.0,diversity_first,0.40521020604378116
54,0.14276826683452676,0.04510186384643851,0.7579254611957958,0.9572072858726702,0.0,0.0,2.6903904199927267,0.22055909896613446,0.11740871231772088,1.1887570651916364,0.03812196034381092,0.0,0.0,diversity_first,0.41165379083775006
55,0.14001197876603433,0.044601207943923075,0.7616860580177947,0.9598205972459919,0.0,0.0,2.695958153394886,0.2191044391405703,0.11653114816303756,1.1644523754308966,0.038670657188060766,0.0,0.0,diversity_first,0.4031762426180024
56,0.13937797723821135,0.044235252726195766,0.7642348407271949,0.9592906191933184,0.0,0.0,2.7799844086058703,0.21965365240789142,0.11684764444508418,1.1816581562683608,0.037623145029809145,0.0,0.0,diversity_first,0.4091872816457684
57,0.13776307179631944,0.043803479898563404,0.7679701295026473,0.9608930234231667,0.0,0.0,2.8062335170969908,0.22010518845692434,0.11705978912711218,1.1783058118338536,0.0370744481855593,0.0,0.0,diversity_first,0.4080049303727103
58,0.13588935152849765,0.04342110033748346,0.7704951924413846,0.9618095737024963,0.0,0.0,2.7997131715734813,0.2203162558760514,0.11725096858016777,1.1778834056253666,0.03789749345230572,0.0,0.0,diversity_first,0.40785286685135724
59,0.13505854497456304,0.04313806865842982,0.7735193851511667,0.9624696561839232,0.0,0.0,2.7656682540003032,0.21778465967877633,0.11580999050912365,1.1450312889667353,0.037124329716550664,0.0,0.0,diversity_first,0.3964052579447818
60,0.13347117686071874,0.04283378513995186,0.7750134348916893,0.9641668329644184,0.0,0.0,2.8092590175523533,0.21932734006107382,0.11662054111541603,1.1746975433248166,0.0372864446938521,0.0,0.0,diversity_first,0.4067575933624643
61,0.13248770214254535,0.04254791052404015,0.7771922813970759,0.9644835727840828,0.0,0.0,2.858397223917025,0.22093007436140857,0.11748285748790158,1.190921877811252,0.037373737372994084,0.0,0.0,diversity_first,0.41240405574671
62,0.13111167695709255,0.04219150729774715,0.7803593179937942,0.9653003624887916,0.0,0.0,2.7988677462551537,0.21911708182833084,0.11661665501001693,1.164291999017171,0.0376480857958623,0.0,0.0,diversity_first,0.40311985801944317
63,0.1300068892395839,0.041871402567254,0.783506542135027,0.9660119879084021,0.0,0.0,2.8541273597529857,0.21930891588406456,0.11697131276097228,1.1847419169124842,0.03696221473999252,0.0,0.0,diversity_first,0.41027349260168816
64,0.12932943349669956,0.04160955217678073,0.7850542404084613,0.9664987363961822,0.0,0.0,2.8736142391307586,0.21882401342172844,0.11648962670117932,1.1645506071232696,0.03727397431101135,0.0,0.0,diversity_first,0.40321623222470976
65,0.12818882610806445,0.04131170289987863,0.7875093278985735,0.9672220005621838,0.0,0.0,2.8106655077619704,0.21999744097220808,0.11708937218799037,1.1714628058830272,0.037249033545329845,0.0,0.0,diversity_first,0.4056120332396153
66,0.12794752119901365,0.041087790375243925,0.789105286406976,0.9669410082595594,0.0,0.0,2.877499680347255,0.21934880992728198,0.11673308818815117,1.1742920243081525,0.03762314503018079,0.0,0.0,diversity_first,0.4066152323093077
67,0.12593035140957057,0.040741299984401354,0.7917826546970026,0.968848513586466,0.0,0.0,2.8916974454319138,0.21979159934404174,0.11691853852213462,1.1862867928484846,0.037835141538473595,0.0,0.0,diversity_first,0.41080454551008877
68,0.12547644661815283,0.04052224067609879,0.7933457112987804,0.968642341738592,0.0,0.0,2.9647422426908534,0.21852682142844,0.11635175876738439,1.1601166988537042,0.037436089287569495,0.0,0.0,diversity_first,0.40167030817022764
69,0.12422902479839154,0.04023353933934226,0.795125081504904,0.9700531225059856,0.0,0.0,2.8727122717002396,0.2197789507727475,0.1169626413410048,1.1781596370402796,0.03808454919566031,0.0,0.0,diversity_first,0.40796029394864286
70,0.1235454700387723,0.0399305263633787,0.796761636627453,0.970345753555001,0.0,0.0,2.9765241135503158,0.21899516358795063,0.11641755086114422,1.1555606802973548,0.03767302656191545,0.0,0.0,diversity_first,0.40006633483231513
71,0.12256229598095963,0.039754246139314685,0.7985978049701058,0.9708561951507118,0.0,0.0,2.966216488112861,0.21912273725624587,0.11663368776754661,1.161754662231817,0.038309016086793865,0.0,0.0,diversity_first,0.4022316770360109
72,0.12178177706427509,0.03955730844470423,0.800296565959288,0.9718658553060302,0.0,0.0,2.956938654663765,0.22069114336223877,0.11749221958626029,1.1909098077406088,0.03731138545916196,0.0,0.0,diversity_first,0.4124046098419683
73,0.12137789988306076,0.03930918487043069,0.8024145616404266,0.971281008942072,0.0,0.0,2.9849615193198247,0.2194512224792765,0.11678998323245927,1.1753605137294718,0.03828407532074071,0.0,0.0,diversity_first,0.40698715535572955
74,0.12051250621176965,0.03908114663064361,0.8041420328740777,0.9719855680003322,0.0,0.0,3.041765505441898,0.2201055505363732,0.11709263404585771,1.1876797309405251,0.037909963835889765,0.0,0.0,diversity_first,0.41128579481845634
75,0.11966319159208444,0.038825265449268856,0.8054012834121966,0.9726277766994543,0.0,0.0,2.943059224020381,0.21868304856319443,0.1164119666901026,1.158661041558272,0.03687492206010724,0.0,0.0,diversity_first,0.40115770357413133
76,0.11838667732436754,0.03861142830448991,0.8069078654455168,0.9735443269787839,0.0,0.0,3.0166150160985836,0.21936577970115811,0.11675204863043137,1.1677066020410187,0.038383838383466734,0.0,0.0,diversity_first,0.4043099951203334
77,0.11792439760169028,0.03846519382362806,0.8079165655521993,0.9745477520744038,0.0,0.0,3.063376622949846,0.21997996178859933,0.11717889901426669,1.1874301765458306,0.037785260007110584,0.0,0.0,diversity_first,0.4112009625552687
78,0.11771457093780457,0.038281704366046575,0.8096161713290005,0.9735622007373039,0.0,0.0,3.058220226940988,0.2191972694093412,0.11672342481559196,1.1654376084124571,0.03818431225764304,0.0,0.0,diversity_first,0.40351921755617315
79,0.11656539888379104,0.037984645934381535,0.812431755131564,0.9745606378327345,0.0,0.0,2.9967582332358007,0.21993468323986584,0.11707214017541856,1.1796006053578365,0.0372490335442149,0.0,0.0,diversity_first,0.4084615182104454
80,0.11628374092857645,0.03779580203053695,0.8132827048861114,0.9747668096568236,0.0,0.0,3.037032336102919,0.21976736228741647,0.11702742720537761,1.1754284035506903,0.03817184187517393,0.0,0.0,diversity_first,0.4070045939969933
81,0.1151102548888799,0.03756797041726155,0.8147848704198029,0.9751783220271348,0.0,0.0,3.06479620024337,0.21887064099884165,0.11656344487867326,1.1573010523147693,0.03848360144619276,0.0,0.0,diversity_first,0.4006779554901924
82,0.11501912310041625,0.037422711744678566,0.8161036477551304,0.9749343243010598,0.0,0.0,3.0570843970125967,0.2188653837115944,0.11647852296944583,1.1685689621337974,0.03857089412607804,0.0,0.0,diversity_first,0.40462182907259714
83,0.11440403391707447,0.037247946222014695,0.8172269877632047,0.9755017125692163,0.0,0.0,3.0983696098413263,0.21982087530702082,0.1169920810803628,1.1755816400876171,0.03758573388203018,0.0,0.0,diversity_first,0.40705715652452557
84,0.11284540708682961,0.03701044216303115,0.8187373712218864,0.97722299816793,0.0,0.0,3.064844993213597,0.22016781622415946,0.11705206797364971,1.1873188998280269,0.03820925302332455,0.0,0.0,diversity_first,0.4111582586153262
85,0.11303267794150594,0.036848424669988424,0.8199643837577899,0.9767491354384806,0.0,0.0,3.1636769913752962,0.21984609983251016,0.117014754275637,1.1776925349416898,0.03874547948473364,0.0,0.0,diversity_first,0.4077954652329412
86,0.1125494171430469,0.03671125093057264,0.8205009680077826,0.9767183758978452,0.0,0.0,3.105872983732698,0.22014499207969496,0.11721874107567802,1.178956927080555,0.03737373737262244,0.0,0.0,diversity_first,0.40823202463660035
87,0.11164799799692221,0.03656466910801382,0.8223016717770721,0.9772595770341914,0.0,0.0,3.175232120427813,0.21868393572135852,0.11637889475470277,1.1572358356611525,0.03683751091121334,0.0,0.0,diversity_first,0.4006588637669762
