epoch,train_loss,train_pose,train_std_ratio,train_acc,val_loss,val_nmpjpe,val_pose,val_std_ratio,val_acc,selection_score
36,0.18593926917158027,0.05489786840077409,0.674576945240176,0.9231365556157501,2.2946180071523323,0.21773747453176406,0.11565231064271564,1.1365951831314922,0.03928170594800097,0.39345356460538694
37,0.1821140432009341,0.05421087123953097,0.6811819548903707,0.9256330640051523,2.352217300967811,0.21763063034469876,0.11552602171206626,1.129821110092831,0.03767302656191545,0.3910847759255969
38,0.17908185452270395,0.05354185878683449,0.6869956602454661,0.929062333757746,2.3617326553124474,0.21944478440870444,0.1166142768504718,1.1686171095453604,0.03829654570395311,0.404627092652702
39,0.17601154609349187,0.0529003360539865,0.6922261872033738,0.9320110900584736,2.347465677008038,0.22013106916496056,0.11718872178762627,1.183406556299283,0.03874547948622023,0.40978967332144983
40,0.17292730526289554,0.05218272420881704,0.69886953544826,0.9340881883669927,2.384780730682651,0.22011822975176887,0.11700724136920058,1.178476613971833,0.038994887142663644,0.40806445029510613
41,0.1697855024507116,0.05159900922414454,0.7038773701415477,0.9364130254136213,2.40432739370793,0.21854222327571124,0.1161165742676281,1.15533833597824,0.03845866068051126,0.3999975731268698
42,0.16754298819807273,0.051046924323664124,0.7088457247493558,0.9384277733630023,2.4229793760273757,0.21919882025768045,0.11666083346840032,1.1763894120421043,0.03827160493789996,0.4073523178095829
43,0.16465547252728857,0.05041729865472315,0.7138346934784724,0.9411649541291635,2.448438596255703,0.22028973631608187,0.11715285041015157,1.1856670838309755,0.0382466641725901,0.41057768461451977
44,0.16177418261338308,0.04984607674472825,0.7187280215364594,0.9432287510166336,2.4423377522864476,0.2196424558463277,0.11683431522390435,1.1812382502231178,0.03828407532074071,0.40904053846116467
45,0.16007806725520565,0.049247354533633325,0.723889633430449,0.9442126396790753,2.5103071512583113,0.22037078902368787,0.11712559342648207,1.1941154449193283,0.038994887142663644,0.4135329899412911
46,0.1574679717647487,0.04874787775462185,0.7283896248957108,0.9466073091326955,2.5103027528740696,0.2178391618705001,0.11577840036775186,1.1395048405764658,0.03900735752513275,0.394469910964353
47,0.15636259749091727,0.04838525620196238,0.7313453423339467,0.9467806431501271,2.538413818822952,0.21917222612538023,0.11643955322914638,1.1676443200885007,0.03956852475296665,0.40429206750846763
48,0.15334124748980818,0.04781441888359434,0.7364094452152039,0.9492081504579744,2.552966590539552,0.21883198650701785,0.11618756702942568,1.1682787273022017,0.038545953360024886,0.40452091482563024
49,0.152029432522851,0.047380541508507464,0.7396964313550083,0.9498482808197201,2.5677988174089785,0.2176302266720748,0.11570312789954781,1.1355299859335928,0.038508542211130974,0.39308289054331597
50,0.15020309990392336,0.046910770226296715,0.7433927538912485,0.9520388567628426,2.613178532527025,0.2185182461392658,0.11622818303771232,1.1527420144185772,0.038795361017211594,0.39908934012371666
51,0.1479444857969202,0.04651831511589449,0.7470800530786811,0.9537963055413148,2.624042238233571,0.22053440437715002,0.1171739068435588,1.187822262802866,0.03825913455431591,0.41132710389346006
52,0.1469872133614583,0.0461120470950985,0.7497032357280196,0.9535606211885298,2.5998261992540987,0.21925608681605216,0.1165943947084706,1.159801116974102,0.038097019578129415,0.40154526920461464
53,0.14449342720490024,0.04562225743402792,0.752938188487591,0.9560242916999202,2.651801512154844,0.2195729792931978,0.11679979246005198,1.1681316095213743,0.03809701957738612,0.404454603746617
54,0.14317139939472662,0.04515169647129079,0.7575784525867472,0.9563472665792833,2.6437373694643322,0.21833050795394682,0.11603007854212993,1.154836483195857,0.03976805087804705,0.39982615895947105
55,0.14195664016216256,0.04484925936262368,0.7603947067631784,0.9572579974854173,2.621212913603806,0.21877482470312176,0.11633112837618197,1.1635811703789931,0.038034667663925645,0.4028779131385851
56,0.14015368928468333,0.04442865231296632,0.7632656896580531,0.9589605779763897,2.6848147850735913,0.2191979308213241,0.1165222649702349,1.1718594590109295,0.0388327721661055,0.4057668520373988
57,0.13874308788124695,0.0441586215774464,0.7658319489678096,0.9599452979642681,2.7437270423750255,0.2185566533126949,0.11621386975417902,1.1491866051920305,0.0378226711545179,0.39784417875095673
58,0.13725055708993653,0.04374062628853183,0.7689602181660301,0.9613236565877225,2.7105559849682583,0.21867230639915275,0.11645896043310232,1.157080107496956,0.03879536101683995,0.40060459149595146
59,0.136018906002723,0.043398891210686845,0.7725662141919422,0.9612841680110785,2.7580745396790682,0.21927028835890136,0.11656906551472757,1.1612892679137057,0.03776031924142908,0.4020658380026189
60,0.13478323288339192,0.04304692101295434,0.7744385063267667,0.9625569466867165,2.693810560757092,0.2182774192775659,0.1160569163328514,1.1545867387605346,0.039219354033797206,0.3997398101806358
61,0.13330376026326907,0.04273652841306551,0.7766203732368762,0.9642653465270996,2.76605748593889,0.2182888966432339,0.11597070356459076,1.1454107222406626,0.03884524254894625,0.3965279748513672
62,0.1324367258141779,0.042440484462236035,0.7789879393453895,0.9644906391454333,2.8049052238107577,0.21953791769042338,0.11675514644805088,1.1820185997641017,0.038146901109492426,0.4093157515636271
63,0.13141663957919394,0.042176480684503734,0.781406620099653,0.9651565409762709,2.725415262597385,0.21884540304799882,0.11662916534502825,1.1666029805672675,0.038159371492704826,0.40393413513758364
64,0.13029248237978527,0.04184518105826873,0.7840932678053689,0.965974162030201,2.7639464395601325,0.2183510676087666,0.11611605256755002,1.1581344462092165,0.038820301783264746,0.40098003482105044
65,0.12938049344044159,0.04157095509287675,0.785582963029385,0.966211509057644,2.758793528107637,0.21951966641333978,0.11676423058168357,1.1733871419778532,0.03875794986906098,0.4062951063639818
66,0.12860244201869367,0.041360288354473786,0.7871801773025242,0.9670411845206833,2.8462630373534603,0.21965182334210662,0.11690659135327343,1.1798706178787657,0.038097019578129415,0.40856167979072583
67,0.12759020629636972,0.04098593145876481,0.7900499240075315,0.9672527600552497,2.8321256625740023,0.22000090224306726,0.11714184350103106,1.1871284297672438,0.03845866068051126,0.41109493237367395
68,0.12621343978706684,0.04072361717005063,0.7918218633744208,0.9680874235422632,2.831970088674267,0.21991582829386744,0.11705815536558278,1.182103612521355,0.03965581743285192,0.4093379478165969
69,0.12542990813030305,0.04049633866427236,0.7934985296163003,0.9690738062285844,2.903127705972084,0.2191732913058719,0.11650866607631705,1.1730362016314178,0.038097019577014474,0.4061792047448788
70,0.12488475893843393,0.040239825291768706,0.7954448866111606,0.9693290270145474,2.8563779916500476,0.21896476679043603,0.11642243750936923,1.1665505696151721,0.038957475994141386,0.4039134040295015
71,0.12424315126569672,0.04012211522939247,0.7965352627057032,0.9697334730235082,2.8518208601243153,0.21938366733453327,0.11654302856841577,1.1693500505865535,0.03838383838383838,0.40488484435860306
72,0.12254552792903431,0.03979280136275891,0.7986035291804187,0.9710939578646578,2.8927780200721824,0.2197052987652209,0.11686825956403651,1.1834121662551498,0.03783514153810195,0.40980015221399796
73,0.12214549871403887,0.03954507666435583,0.8006349376745445,0.9711064279364855,2.8342170896695458,0.21919796636669783,0.11658963818385991,1.1688382063501865,0.0374360892868262,0.4047094128952313
74,0.12115041688917069,0.0393317345907378,0.8018263314879616,0.9721472632475882,2.8913471658088006,0.21880506962846233,0.11639405595388834,1.1701774344953877,0.03797231574897859,0.40518600068081645
75,0.12051722514372488,0.03914788964443081,0.8036682641896266,0.9722033785708124,2.9642713840085975,0.21961773528037692,0.11692395090447323,1.1784734363567206,0.037224092778905045,0.40807334801924466
76,0.12032867819724898,0.03900623485425164,0.8036988443454931,0.972022562529312,2.9092534318858063,0.21887789933383278,0.11658992395706197,1.167219635635737,0.03728644469310881,0.40414931448583125
77,0.11922352615051143,0.038697836681284715,0.8069740325236263,0.9725392391847213,2.8922369044920293,0.21893636227724395,0.11651412275072671,1.1664022793688371,0.038371367999882694,0.40386207053354806
78,0.11842334511595445,0.038458421009504265,0.808426106466071,0.9731074587783144,3.04456546351505,0.2202286529914892,0.11717836085601495,1.1824604605956481,0.03807207881207626,0.40945658814864705
79,0.11729823540768335,0.03820847242948706,0.8110010008857618,0.9743228751187883,2.9970158366702684,0.21847561635471874,0.11630511899469559,1.1666221272173867,0.03781020077242044,0.40394823219899095
80,0.1169396091701503,0.03805354632681023,0.8112927862671215,0.973850259377494,2.9525085023044424,0.2197915790822533,0.11700693365251026,1.1889411021756597,0.03754832273239298,0.4117335541798358
81,0.11697835078595262,0.037906372096130875,0.8122348526384197,0.9739304835189369,3.0080522922970645,0.21801579171604224,0.1160771729912614,1.1504001895854234,0.03789749345230572,0.39827975052057735
82,0.11523165520509528,0.03767201205580261,0.8137337977612199,0.975270600577687,3.0600367315304013,0.22008439633246893,0.11703559511921503,1.176479203813405,0.03721162239606429,0.4073660334080424
83,0.11539675651529933,0.03754057476916912,0.8149483208644894,0.9749721502030457,3.0447694386102744,0.2179518179898548,0.1159481475852808,1.1438663259722792,0.037523381967083116,0.3959941777305006
84,0.11467408658215644,0.03731738117427609,0.816138330879729,0.9754834231479779,2.973469225958051,0.2199059035232766,0.11707299058128733,1.1887673958041511,0.038022197280713245,0.41167047046098737
85,0.1137236934348477,0.037122010261545824,0.8180152222763892,0.9761800844718814,3.04032322330834,0.21964803871066066,0.11686415297496883,1.1732322100124866,0.0376605561783314,0.4062383127301571
86,0.11351303935217458,0.0370386856915065,0.8190331993013596,0.976380852633063,3.058135753838049,0.21862096963625682,0.11634004386468248,1.1555597393942945,0.037224092778905045,0.40007348939527787
87,0.11232356021607388,0.036721373321778376,0.8209937339483597,0.9770671222700849,3.0701269179868764,0.2191617431274479,0.11674416889843611,1.173187313067644,0.0374236189036138,0.40623232471112647
88,0.11250200062835587,0.0366143218003041,0.8215512790065334,0.9763567438148444,3.092037141250247,0.22040937472451191,0.11724468781969942,1.1854698105336485,0.03827160493789996,0.4105062461922867
89,0.11136321933361785,0.03635431370859206,0.8234916297274405,0.9774911047122237,3.166153448896673,0.21989688535798949,0.1170212036096956,1.1808320870704523,0.037124329716550664,0.4088932927674985
90,0.11103666150096599,0.036247926754527635,0.8241207184595578,0.9774225193171718,3.093726588056664,0.21965110995091916,0.11682765228107751,1.1841904359738538,0.037747848857473384,0.4100736303918304
91,0.1102620022191539,0.03599956376940393,0.8256465428986743,0.9776843908255517,3.110256902909008,0.219585156273494,0.11677670965305899,1.1812952154101033,0.03799725651466009,0.40906162226806625
92,0.10994132880808255,0.03589998142078745,0.8269045891660932,0.9780959031958629,3.1702565584029325,0.21769787785953112,0.1157885014444073,1.1486833771679346,0.037760319240685784,0.39768522445158644
93,0.10916456497212647,0.035779162677241294,0.8275559007027391,0.9788499268549304,3.094094121216806,0.21824766207118926,0.11611131263639225,1.1513295473697434,0.03769796732648202,0.3986003883379864
94,0.1089596873876198,0.035630426730095435,0.8285425264218856,0.9785876396838323,3.1674777060795463,0.2184449384936907,0.11627183993687162,1.159860468683791,0.037885023069464965,0.401582265269453
95,0.10853370361131187,0.035437714663785355,0.8304979457012293,0.9791924381674716,3.132965188829779,0.2189823368007011,0.11650961840768931,1.1705820058792187,0.038608305273485355,0.40532405532171245
96,0.10835447432941564,0.03531604759909468,0.8311480634086911,0.9788935721063271,3.1267254624971503,0.21861757356926664,0.11634995744388617,1.171057119958492,0.03966828781494938,0.4054976405140869
97,0.10761502801075709,0.03507990459038178,0.8333488563633117,0.9789372173577238,3.1098350288535253,0.21823339858789786,0.11619687519817969,1.1548469787851683,0.0383838383823518,0.3998317746030509
98,0.1069185953417827,0.03500501488403068,0.8332479689612164,0.9799664139700051,3.095784544109302,0.2192140084547449,0.11660861841240701,1.1671761653461663,0.03807207881207626,0.40412737770206325
99,0.10700604716778182,0.03493322746669138,0.834167665014815,0.9796160049468922,3.1273483465223006,0.2185367243016267,0.11647433446877495,1.1585732350297098,0.0389824167590796,0.40112989777436586
100,0.1060786580507839,0.034675531230527974,0.836260902077697,0.9797972366511108,3.2041913857646143,0.21856897249529822,0.11620220245343073,1.157164145485245,0.038895124078451034,0.4006360714699298
