checkpoint,samples,target_global_mean_abs,pred_global_mean_abs,target_sample_std_mean,pred_sample_std_mean,target_across_dataset_std_mean,pred_across_dataset_std_mean,variance_ratio_pred_over_target,mse_pred_to_target,mse_meanpose_to_target,pred_target_mean_pose_gap
resnet1d_batchdiv_env3val_env4test.pth,256,0.6035374402999878,0.5834380984306335,0.7811529636383057,0.7247315645217896,0.14176394045352936,0.022089874371886253,0.1558215171098709,0.049029041081666946,0.03391234204173088,0.12424720078706741
resnet1d_batchdivsched_env3val_env4test.pth,256,0.6035374402999878,0.5744322538375854,0.7811529636383057,0.715660810470581,0.14176394045352936,0.019885290414094925,0.1402704268693924,0.04950423166155815,0.03391234204173088,0.13071824610233307
resnet1d_interdiv_env3val_env4test.pth,256,0.6035374402999878,0.5753650665283203,0.7811529636383057,0.7155432105064392,0.14176394045352936,0.018221333622932434,0.12853291630744934,0.049510106444358826,0.03391234204173088,0.13051997125148773
resnet1d_interdiv_env3val_env4test_last.pth,256,0.6035374402999878,0.5890030860900879,0.7811529636383057,0.735440731048584,0.14176394045352936,0.1373974084854126,0.96919846534729,0.06777071952819824,0.03391234204173088,0.11252854764461517
