checkpoint,action,samples,target_group_std_mean,pred_group_std_mean,mean_pose_gap,mean_pose_to_global_pred_gap
ablation_meanrms_interdiv_divsel.pth,A26,60,0.14301027357578278,0.08810760825872421,0.17534300684928894,0.006601906381547451
ablation_meanrms_interdiv_divsel.pth,A27,55,0.11149309575557709,0.08745390921831131,0.11545038968324661,0.011907730251550674
ablation_meanrms_interdiv_divsel_actionaux.pth,A01,60,0.07147738337516785,0.11625824123620987,0.1346249133348465,0.015183357521891594
ablation_meanrms_interdiv_divsel_actionaux.pth,A02,59,0.0684632733464241,0.1176580935716629,0.12269309163093567,0.024624748155474663
ablation_meanrms_interdiv_divsel_actionaux.pth,A03,60,0.10967431217432022,0.11880957335233688,0.17902877926826477,0.03175206854939461
ablation_meanrms_interdiv_divsel_actionaux.pth,A04,59,0.1005355715751648,0.1184149906039238,0.14971965551376343,0.027338743209838867
ablation_meanrms_interdiv_divsel_actionaux.pth,A05,59,0.09732687473297119,0.1204882338643074,0.1489643156528473,0.023751746863126755
ablation_meanrms_interdiv_divsel_actionaux.pth,A06,60,0.06630180776119232,0.12268418073654175,0.10168100893497467,0.012259283103048801
ablation_meanrms_interdiv_divsel_actionaux.pth,A07,59,0.06602348387241364,0.11460307240486145,0.11447843164205551,0.014733384363353252
ablation_meanrms_interdiv_divsel_actionaux.pth,A08,60,0.0681089237332344,0.12205088883638382,0.11469654738903046,0.027345914393663406
ablation_meanrms_interdiv_divsel_actionaux.pth,A09,59,0.08196747303009033,0.1211559921503067,0.1738097369670868,0.014501341618597507
ablation_meanrms_interdiv_divsel_actionaux.pth,A10,59,0.08722010254859924,0.11875846982002258,0.18688756227493286,0.02636353299021721
ablation_meanrms_interdiv_divsel_actionaux.pth,A11,60,0.09148386865854263,0.11545680463314056,0.09215760231018066,0.02357177808880806
ablation_meanrms_interdiv_divsel_actionaux.pth,A12,59,0.08285361528396606,0.10993075370788574,0.1602787971496582,0.027053100988268852
ablation_meanrms_interdiv_divsel_actionaux.pth,A13,60,0.08582811057567596,0.11920701712369919,0.1185302883386612,0.01307717990130186
ablation_meanrms_interdiv_divsel_actionaux.pth,A14,59,0.08808690309524536,0.11920013278722763,0.11693939566612244,0.017308617010712624
ablation_meanrms_interdiv_divsel_actionaux.pth,A15,59,0.14030101895332336,0.11672896146774292,0.11461533606052399,0.031169438734650612
ablation_meanrms_interdiv_divsel_actionaux.pth,A16,60,0.14272776246070862,0.12221577763557434,0.12019115686416626,0.016231918707489967
ablation_meanrms_interdiv_divsel_actionaux.pth,A17,59,0.0730896070599556,0.11445246636867523,0.22782380878925323,0.03555838018655777
ablation_meanrms_interdiv_divsel_actionaux.pth,A18,60,0.0750696063041687,0.11786525696516037,0.22607874870300293,0.03890613466501236
ablation_meanrms_interdiv_divsel_actionaux.pth,A19,59,0.2127092480659485,0.12291285395622253,0.15133176743984222,0.0058143250644207
ablation_meanrms_interdiv_divsel_actionaux.pth,A20,59,0.13864557445049286,0.1162474974989891,0.12710270285606384,0.024023007601499557
ablation_meanrms_interdiv_divsel_actionaux.pth,A21,60,0.15262825787067413,0.11882796138525009,0.12360934913158417,0.009186320006847382
ablation_meanrms_interdiv_divsel_actionaux.pth,A22,59,0.11412924528121948,0.11738759279251099,0.13782581686973572,0.012496620416641235
ablation_meanrms_interdiv_divsel_actionaux.pth,A23,60,0.12253012508153915,0.11605089157819748,0.14244157075881958,0.009269417263567448
ablation_meanrms_interdiv_divsel_actionaux.pth,A24,59,0.12992075085639954,0.11446278542280197,0.15449942648410797,0.004555112216621637
ablation_meanrms_interdiv_divsel_actionaux.pth,A25,59,0.12672159075737,0.11311925202608109,0.18291275203227997,0.01864977926015854
ablation_meanrms_interdiv_divsel_actionaux.pth,A26,60,0.14301027357578278,0.12280578911304474,0.19043536484241486,0.010145400650799274
ablation_meanrms_interdiv_divsel_actionaux.pth,A27,55,0.11149309575557709,0.11520611494779587,0.10198503732681274,0.010843290016055107
