checkpoint,samples,target_global_mean_abs,pred_global_mean_abs,target_sample_std_mean,pred_sample_std_mean,target_across_dataset_std_mean,pred_across_dataset_std_mean,variance_ratio_pred_over_target,mse_pred_to_target,mse_meanpose_to_target,pred_target_mean_pose_gap
ablation_pelvis_base.pth,512,0.6064721941947937,0.5862329006195068,0.7829821705818176,0.736023485660553,0.14201858639717102,0.005064900033175945,0.03566363826394081,0.042343467473983765,0.035589296370744705,0.07918323576450348
ablation_meanrms_base.pth,512,0.5112864971160889,0.4839881956577301,0.7071067094802856,0.6482672691345215,0.12783895432949066,0.0035704534966498613,0.02792930416762829,0.033135686069726944,0.026154283434152603,0.08764731884002686
