checkpoint,samples,target_global_mean_abs,pred_global_mean_abs,target_sample_std_mean,pred_sample_std_mean,target_across_dataset_std_mean,pred_across_dataset_std_mean,variance_ratio_pred_over_target,mse_pred_to_target,mse_meanpose_to_target,pred_target_mean_pose_gap
resnet1d_interdiv_env3val_env4test.pth,256,0.6035374402999878,0.5753650665283203,0.7811529636383057,0.7155432105064392,0.14176394045352936,0.018221333622932434,0.12853291630744934,0.049510106444358826,0.03391234204173088,0.13051997125148773
resnet1d_interdiv_divselect_env3val_env4test.pth,256,0.6035374402999878,0.5927476286888123,0.7811529636383057,0.7453206777572632,0.14176394045352936,0.13845492899417877,0.9766582250595093,0.06915279477834702,0.03391234204173088,0.10738605260848999
